name,study_hours_per_day,cleanliness,noise_tolerance,introvert_extrovert,year,guest_freq,gender_Female,gender_Male,gender_Non-binary,diet_eggetarian,diet_no_pref,diet_nonveg,diet_veg,diet_vegan,study_time_afternoon,study_time_morning,study_time_night,sleep_sin,sleep_cos
Sayeed Nandakumar,0.3333,1.0,1.125,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Dhruv Azmi,0.3333,1.0,0.75,0.75,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.6888,1.663
Love Ahmad,0.1111,0.5,0.375,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Shrikant Anjum,0.5556,1.5,0.75,0.5,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Kunaal Prasad,0.2222,2.0,1.125,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Apurva Suman,0.3333,1.0,1.125,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Aakriti Tejaswini,0.7778,1.0,0.75,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Tanpreet Saxena,0.1111,1.5,1.5,0.75,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Ankur Pattnaik,0.4444,1.5,0.375,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.428,1.0958
Srijan Chavan,0.1111,1.5,0.375,0.5,0.3333,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Manush Shrivastava,0.2222,1.0,0.75,0.75,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Ambuj Bhushan,0.3333,2.0,1.125,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Akshita Hasija,0.3333,1.5,1.125,0.75,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Ram Asija,0.5556,1.5,1.125,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Bhumika Thakur,0.3333,0.5,1.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Shraddha Kapoor,0.3333,0.5,0.375,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Preeti Kotturu,0.6667,1.5,0.375,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Kaushambi Arora,0.1111,1.0,1.125,0.75,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Shrestha Guha,0.3333,1.5,1.5,0.75,0.6667,1.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Apurv Lockwani,0.5556,1.0,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Shalu Thawani,0.3333,1.5,1.125,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Jahnavi Ataher,0.0,1.5,1.125,0.5,0.3333,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Ishita Bisht,0.4444,2.0,0.75,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.2349,1.7846
Karan Dadarwal,0.3333,1.0,0.375,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Kaushiki Nagoria,0.2222,1.0,0.75,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Prabhu Mittal,0.4444,2.0,0.75,0.0,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Garvit Kushwaha,0.4444,1.0,0.375,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Ritank Shivagauri,0.2222,1.5,1.5,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Soumya Rasheed,0.3333,0.5,0.375,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Ashik Sarnobat,0.6667,1.0,0.75,0.25,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.2349,1.7846
Smitesh Kamble,0.1111,2.0,1.125,0.75,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Ravinderpreet Sarnobat,0.1111,0.5,1.125,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Tavish Kapoor,0.4444,1.0,1.125,1.0,0.3333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Vaishavi Bhatnagar,0.3333,1.5,0.375,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Aravind Inavolu,0.0,1.5,0.375,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Fariya Giri,0.2222,1.0,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Suraj Prasath,0.5556,0.5,0.75,0.25,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Sravan Jay,0.5556,1.5,0.75,0.0,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.5588,0.9
Priyamvada Baranwal,0.3333,1.5,0.75,0.25,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Nainika Anand,0.4444,1.0,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Aatish Sekhar,0.4444,1.5,0.75,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Sitaram Sarraf,0.6667,0.5,0.0,0.25,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Shaurya Gangwal,0.3333,1.0,0.0,0.5,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Hira Dohrey,0.2222,1.5,0.75,0.5,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Shreyas Bhadauria,0.4444,1.0,1.125,0.5,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Vangara Trivedi,0.1111,1.5,1.125,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Utpal Saxena,0.1111,1.5,0.75,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Chiranjeev Nigan,0.6667,1.0,0.75,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Snigdha Rajesh,0.7778,1.0,0.0,0.25,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Ashwini Mehrotra,0.2222,1.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,-0.4659,1.7387
Sanjit Bano,0.3333,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-1.0958,1.428
Eashan Anjum,0.3333,0.5,0.75,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Ishita Koppula,0.3333,1.0,0.75,0.25,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Chahat Bhatnagar,0.3333,1.0,0.375,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Dhruva Tibrewal,0.4444,0.5,1.125,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Rajat Bais,0.1111,1.0,0.75,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Aanchal Oswal,0.4444,1.5,0.375,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Alok Katta,0.4444,1.5,0.75,0.0,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Suraj Desabathula,0.0,1.0,0.75,0.75,1.0,1.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Apurva Dadarwal,0.4444,1.5,0.375,0.25,0.3333,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Krishna Shrivastava,0.4444,1.5,0.375,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.428,1.0958
Eashan Chouhan,0.5556,2.0,0.75,0.25,0.6667,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Ayushi Priyadarshi,0.3333,1.5,0.75,0.5,0.6667,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Pradeep Ranjan,0.4444,0.5,0.75,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Parul Raman,0.1111,1.0,1.125,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Tahreem Maurya,0.4444,1.0,1.125,0.25,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Navneet Gurnani,0.3333,1.0,0.375,0.0,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Sahiti Kumari,0.4444,1.5,1.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Sahil Bhal,0.2222,1.0,0.75,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Jamir Raza,0.5556,0.0,0.0,0.25,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Anoop Kothari,0.3333,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Noopur Gill,0.3333,1.0,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Suryakant Durgavanshi,0.4444,0.5,0.375,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Jivani Keshri,0.2222,2.0,0.75,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Urmila Dubey,0.3333,1.5,1.125,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Kausar Rizwan,0.3333,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Mitika Quraishi,0.3333,1.0,0.75,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Utkarsha Bhal,0.3333,1.0,0.375,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Anmol Gill,0.2222,1.5,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Manush Suchi,0.6667,1.0,0.375,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-1.0958,1.428
Aditi Bais,0.1111,1.5,0.375,0.0,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Sukirti Garud,0.1111,1.0,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Atishay Khokhar,0.0,1.0,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Ambika Munir,0.2222,1.5,0.75,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Nitesh Joseph,0.2222,1.5,1.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Tavish Sareen,0.3333,0.5,0.0,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Rakesh Gite,0.2222,1.5,0.75,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Anshuman Ansari,0.2222,0.5,1.125,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Prajal Chaudhary,0.2222,1.5,1.125,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Aastha Wanve,0.4444,1.0,1.125,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.0958,1.428
Grover Hanul,0.3333,1.0,1.125,1.0,0.6667,1.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Shyam Pant,0.4444,1.5,1.125,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.9,1.5588
Ashal Agrahari,0.3333,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Vartika Mani,0.3333,0.5,0.75,0.5,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Yusuf Chakrabortty,0.0,1.0,1.125,1.0,0.6667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Prince Gujrati,0.2222,1.0,0.75,0.5,0.3333,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Mudit Negi,0.3333,1.0,1.125,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Satwik Ganapathy,0.0,1.5,0.75,0.5,0.3333,0.5,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Sandhya Govil,0.4444,1.0,0.375,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Renu Trivedi,0.3333,1.5,0.75,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Nemi Akolkar,0.5556,1.0,0.375,0.0,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Aakanksha Sarawagi,0.3333,1.5,0.75,0.0,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Harsh Quadiri,0.3333,1.5,0.375,0.0,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Anadi Yadav,0.7778,1.5,0.75,0.25,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.4659,1.7387
Abhyuday Suchi,0.0,1.5,0.75,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.6888,1.663
Ronit Kalra,0.3333,1.5,0.375,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.2349,1.7846
Arvind Zehra,0.4444,1.0,0.75,0.25,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Aditya Barman,0.7778,1.5,0.0,0.25,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Vishwanath Mehra,0.1111,1.0,0.75,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,1.2728,1.2728
Hajira Jha,0.2222,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.9,1.5588
Reghu Tewari,0.4444,1.5,0.0,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0958,1.428
Monti Ashraf,0.7778,1.5,0.0,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Parul Kasniya,0.2222,1.0,1.125,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Sangeeta Chirag,0.2222,1.0,0.375,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.6888,1.663
Kritika Khobragade,0.1111,1.5,0.75,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
Shagufta Sinha,0.4444,0.5,0.75,0.5,0.3333,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.2349,1.7846
Shalini Hanif,0.5556,1.5,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Nalin Bhalla,0.4444,0.5,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Santosh Kulsum,0.3333,1.0,0.375,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.4659,1.7387
Suraj Hosur,0.8889,1.5,0.375,0.25,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Anjali Uppal,0.2222,1.0,1.5,1.0,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Swarag Shahi,0.3333,1.5,1.125,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.428,1.0958
Apoorva Talwar,0.4444,1.0,1.125,0.5,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Akansha Sura,0.3333,0.5,0.75,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Garv Anam,0.5556,1.5,0.0,0.0,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,-0.4659,1.7387
Shashwat Bhorkhade,0.1111,0.5,1.125,1.0,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Prashasti Shekhar,0.2222,0.5,0.75,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Sourav Ahuja,0.4444,1.0,1.125,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,1.8
Yashika Malik,0.4444,1.5,0.375,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.6888,1.663
Niranjan Siraj,0.3333,1.0,1.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Amita Kashyap,0.2222,1.0,0.375,0.25,0.3333,0.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Vikas Palisetti,0.3333,0.5,1.125,0.5,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Shubhanshu Sharma,0.1111,1.0,0.375,0.5,0.0,0.5,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Saran Mahawar,0.2222,1.0,0.375,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Raghav Mohandas,0.1111,1.5,1.125,0.75,0.6667,1.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8
Akansha Bhalla,0.1111,1.5,0.75,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Madhav Madala,0.3333,1.5,1.125,0.75,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.2349,1.7846
Pritha Keshwani,0.5556,0.5,0.75,0.25,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,-0.4659,1.7387
Jenamani Dudeja,0.0,1.0,1.125,0.75,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Vijaypal Bais,0.2222,1.5,0.75,0.75,0.3333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.4659,1.7387
Madhusri Jha,0.4444,0.5,0.75,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.4659,1.7387
Amit Saluja,0.5556,1.5,0.375,0.25,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,-0.6888,1.663
Apurva Kasniya,0.4444,1.0,0.75,0.25,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.2728,1.2728
Mohandas Kushalappa,0.1111,2.0,0.75,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Saimadhav Jadhav,0.4444,1.0,0.375,0.0,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,-0.2349,1.7846
Tanu Das,0.4444,1.0,0.75,0.5,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Jitendra Aggarwal,0.4444,0.5,0.375,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.2349,1.7846
Yakub Magdum,0.2222,1.5,1.125,0.5,0.6667,0.5,1.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,-0.4659,1.7387
Talin Suresh,0.2222,1.0,1.5,1.0,0.6667,1.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2349,1.7846
Devansh Arora,0.3333,1.0,1.5,0.75,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.9,1.5588
Deepro Jivani,0.4444,1.5,0.375,0.0,0.6667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,-0.4659,1.7387
Rishu Hasnain,0.7778,1.5,1.125,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,1.8
Bhushan Alwadhi,0.2222,1.0,0.75,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.0,-0.6888,1.663
Soudeep Hasnain,0.5556,1.0,0.375,0.0,0.6667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.0,0.2349,1.7846
Kanha Bhatt,0.4444,1.0,1.125,1.0,1.0,0.5,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9,1.5588
